Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x
Grant;241058;U00;1897;1900;1900;1990;3;5;0;1;0;5;0;2085;1897;1905;1999;x
Breckinridge;241059;U00;1897;1898;1990;1990;3;6;514;2;0;5;0;2086;1897;1902;1999;x
Butler S.;241060;U00;1917;1990;1990;1990;3;6;260;2;0;5;0;2087;1917;1932;1999;x
Compton;241061;U00;1897;1990;1990;1990;3;5;4;1;0;5;0;2088;1897;1900;1999;x
Pendleton;241062;U00;1917;1920;1990;1990;3;7;258;2;0;5;0;2089;1912;1932;1999;x
Reid;241063;U00;1917;1990;1990;1990;3;6;0;2;0;5;0;2090;1917;1930;1999;x
Barnum;241064;U00;1917;1990;1990;1990;3;5;0;2;0;5;0;2091;1917;1932;1999;x
Dickson;241065;U00;1917;1990;1990;1990;3;5;0;1;0;5;0;2092;1917;1930;1999;x
Fountain;241066;U00;1897;1990;1990;1990;3;5;0;2;0;5;0;2093;1897;1914;1999;x
Fox;241067;U00;1897;1990;1990;1990;3;5;0;1;0;5;0;2094;1897;1911;1999;x
Hatch;241068;U00;1897;1990;1990;1990;3;6;0;2;0;5;0;2095;1897;1905;1999;x
Huffman;241069;U00;1917;1990;1990;1990;3;5;0;1;0;5;0;2096;1917;1930;1999;x
Hulen;241070;U00;1917;1925;1990;1990;3;6;0;1;0;5;0;2097;1917;1932;1999;x
Jamerson;241071;U00;1914;1990;1990;1990;3;6;0;2;0;5;0;2098;1914;1930;1999;x
Kelsey;241072;U00;1897;1990;1990;1990;3;5;0;1;0;5;0;2099;1897;1908;1999;x
McLean;241073;U00;1919;1990;1990;1990;3;5;0;1;0;5;0;2100;1919;1932;1999;x
Mizner;241074;U00;1897;1990;1990;1990;3;6;2;1;0;5;0;2101;1897;1905;1999;x
Ordendorff;241075;U00;1897;1990;1990;1990;3;5;0;1;0;5;0;2102;1897;1902;1999;x
Penrose;241076;U00;1897;1990;1990;1990;3;6;0;2;0;5;0;2103;1897;1900;1999;x
Rhan;241077;U00;1918;1990;1990;1990;3;5;0;1;0;5;0;2104;1918;1930;1999;x
Shipton;241078;U00;1914;1990;1990;1990;3;6;0;2;0;5;0;2105;1914;1930;1999;x
Endicott;241079;U00;1897;1990;1990;1990;3;7;0;3;0;5;1;2106;1897;1908;1999;x
Greer;241080;U00;1897;1897;1990;1990;2;5;512;1;0;5;1;2107;1897;1898;1999;x
Hamlet;241081;U00;1918;1928;1990;1990;3;6;0;3;0;5;1;2108;1918;1932;1999;x
Hichbone;241082;U00;1897;1990;1990;1990;3;6;0;2;0;5;1;2109;1897;1909;1999;x
Howison;241083;U00;1897;1897;1990;1990;2;6;0;3;0;5;1;2110;1897;1900;1999;x
Lees;241084;U00;1897;1990;1990;1990;3;5;0;2;0;5;1;2111;1897;1911;1999;x
Sands;241085;U00;1897;1990;1990;1990;3;6;0;2;0;5;1;unknownleader;1897;1907;1999;x
Stitt;241086;U00;1917;1990;1990;1990;3;5;0;1;0;5;1;2112;1917;1930;1999;x
Vaher;241087;U00;1902;1990;1990;1990;3;5;0;1;0;5;1;2113;1902;1911;1999;x
Walker A.;241088;U00;1897;1900;1990;1990;2;6;0;3;0;5;1;2114;1897;1911;1999;x
Woodword;241089;U00;1918;1990;1990;1990;3;6;0;2;0;5;1;2115;1918;1932;1999;x
Belknap R.;241090;U00;1916;1990;1990;1990;3;6;0;2;0;5;1;2116;1916;1932;1999;x
De Steiguer;241091;U00;1917;1925;1990;1990;2;7;0;3;0;5;1;2117;1917;1932;1999;x
Earle;241092;U00;1916;1990;1990;1990;3;6;0;2;0;5;1;6133;1916;1932;1999;x
Harrington;241093;U00;1897;1990;1990;1990;3;5;0;2;0;5;1;2118;1897;1914;1999;x
McNamee;241094;U00;1920;1990;1990;1990;3;5;0;1;0;5;1;2119;1920;1932;1999;x
Murfin;241095;U00;1918;1990;1990;1990;3;6;0;2;0;5;1;2120;1918;1932;1999;x
Pringle;241096;U00;1918;1932;1932;1990;1;5;0;2;0;5;1;2121;1918;1932;1999;x
Tarrant;241097;U00;1919;1990;1990;1990;3;5;0;1;0;5;1;2122;1919;1932;1999;x
Winterhalter;241098;U00;1905;1911;1915;1990;1;7;0;2;0;5;1;2123;1905;1920;1999;x
Spencer;241099;U00;1897;1990;1990;1990;3;5;0;1;0;5;0;2124;1897;1905;1999;x
Dunlap;241100;U00;1919;1990;1990;1990;3;6;256;2;0;5;0;2125;1919;1932;1999;x
Hickam;241101;U00;1915;1990;1990;1990;3;5;0;0;0;5;2;2126;1915;1932;1999;x
Usher;241102;U00;1907;1918;1990;1990;3;6;0;2;0;5;1;2127;1907;1925;1999;x
Whittlesey;241103;U00;1930;1990;1990;1990;3;6;2;1;0;5;0;2128;1917;1925;1999;x
Welborn;241104;U00;1912;1990;1990;1990;3;6;128;1;0;5;0;2129;1912;1925;1999;x
Barnett;241105;U00;1906;1914;1920;1932;2;7;256;3;0;5;0;6134;1906;1928;1999;x
Hall;241106;U00;1916;1932;1932;1932;3;6;0;2;0;5;0;unknownleader;1916;1932;1999;x
Swift;241107;U00;1909;1917;1932;1932;2;6;0;3;0;5;0;6135;1909;1930;1999;x
McCain;241108;U00;1907;1917;1932;1932;2;6;0;2;0;5;0;6136;1907;1930;1999;x
Clark;241109;U00;1916;1932;1932;1932;3;6;0;1;0;5;0;unknownleader;1916;1932;1999;x
Clark;240098;U00;1941;1942;1944;1990;1;9;4;3;0;5;0;L60098;1941;1970;1999;x
Burkhardt;241110;U00;1918;1932;1932;1932;3;6;0;2;0;5;0;unknownleader;1918;1932;1999;x
Baker;241111;U00;1918;1932;1932;1932;3;6;0;1;0;5;0;unknownleader;1918;1932;1999;x
Lindsay;241112;U00;1916;1932;1932;1932;3;6;0;1;0;5;0;unknownleader;1916;1932;1999;x
Cabell;241113;U00;1910;1918;1924;1932;2;6;4;2;0;5;0;6137;1910;1925;1999;x
Harrison;241114;U00;1916;1932;1932;1932;3;5;0;1;0;5;0;6138;1916;1930;1999;x
Drum;241115;U00;1918;1925;1990;1990;1;7;0;3;0;5;0;6139;1918;1943;1999;x
Kenly;241116;U00;1911;1918;1932;1932;2;6;0;0;0;5;2;6140;1911;1930;1999;x
Mitchell;241117;U00;1906;1914;1919;1924;1;9;135168;1;0;5;2;6141;1906;1932;1999;x
Patrick;241118;U00;1911;1918;1932;1932;2;5;0;1;0;5;2;6142;1911;1932;1999;x
Whitehead;241119;U00;1918;1932;1932;1932;3;5;0;0;0;5;2;6143;1918;1932;1999;x
Royce;241120;U00;1916;1932;1932;1932;3;5;0;0;0;5;2;6144;1916;1932;1999;x
White;241121;U00;1917;1932;1932;1932;3;5;0;0;0;5;2;6145;1917;1920;1999;x
Ward;241122;U00;1902;1918;1932;1932;3;7;2048;3;0;5;1;6146;1902;1919;1999;x
Twining;241123;U00;1909;1920;1932;1932;3;7;0;3;0;5;1;6147;1909;1925;1999;x
Rodgers;241124;U00;1907;1917;1924;1932;2;7;0;2;0;5;1;6148;1907;1930;1999;x
Christy;241125;U00;1917;1925;1930;1932;2;7;0;2;0;5;1;6149;1917;1932;1999;x
Forsyth;241126;U00;1911;1932;1932;1932;2;7;0;2;0;5;1;6150;1911;1925;1999;x
Booth;241127;U00;1912;1918;1932;1932;3;6;0;2;0;5;0;6151;1912;1928;1999;x
Jackson;241128;U00;1906;1911;1918;1932;1;7;2048;2;0;5;1;6152;1906;1930;1999;x
Anderson T.;241129;U00;1897;1898;1932;1932;3;7;4;3;0;5;0;6153;1897;1905;1999;x
Wheeler;241130;U00;1897;1897;1932;1932;3;6;512;3;0;5;0;6154;1897;1904;1999;x
Chaffee;241131;U00;1897;1898;1904;1932;1;7;68;4;0;5;0;6155;1897;1911;1999;x
Young;241132;U00;1897;1899;1903;1932;1;6;0;2;0;5;0;6156;1897;1911;1999;x
Wainwright;241133;U00;1897;1909;1932;1932;2;7;0;3;0;5;1;6157;1897;1914;1999;x
Clark;241134;U00;1897;1903;1932;1932;3;6;0;2;0;5;1;6158;1897;1911;1999;x
Evans;241135;U00;1897;1900;1932;1932;2;8;4096;4;0;5;1;6159;1897;1909;1999;x
Schley;241136;U00;1897;1902;1932;1932;2;7;0;3;0;5;1;6160;1897;1908;1999;x
Bixby;241137;U00;1902;1990;1990;1990;3;7;32;3;0;5;0;6161;1902;1925;1999;x
Black;241138;U00;1905;1916;1990;1990;2;6;32;2;0;5;0;6162;1905;1930;1999;x
Brush;241139;U00;1897;1990;1990;1990;3;5;0;1;0;5;0;unknownleader;1897;1914;1999;x
Brett;241141;U00;1900;1990;1990;1990;3;6;4;2;0;5;0;6164;1900;1922;1999;x
Burt;241142;U00;1897;1990;1990;1990;3;6;2;1;0;5;0;6165;1897;1911;1999;x
Butler;241143;U00;1897;1990;1990;1990;3;5;512;2;0;5;0;6166;1897;1906;1999;x
Cocheu;241144;U00;1918;1930;1990;1990;2;5;0;1;0;5;0;unknownleader;1918;1940;1999;x
Cox;241145;U00;1916;1990;1990;1990;3;5;0;1;0;5;0;6167;1916;1940;1999;x
Drum R.;241147;U00;1897;1990;1990;1990;2;6;512;2;0;5;0;6169;1897;1900;1999;x
Evans;241148;U00;1900;1990;1990;1990;3;6;0;2;0;5;0;6170;1900;1922;1999;x
Ferguson;241149;U00;1914;1990;1990;1990;3;5;0;1;0;5;0;6171;1914;1940;1999;x
Freeman;241150;U00;1897;1990;1990;1990;3;5;0;1;0;5;0;unknownleader;1897;1908;1999;x
Fuller;241151;U00;1914;1920;1990;1990;3;7;256;3;0;5;0;6172;1914;1938;1999;x
Gerhardt;241152;U00;1914;1990;1990;1990;3;5;0;1;0;5;0;unknownleader;1914;1940;1999;x
Grierson;241153;U00;1897;1897;1990;1990;2;7;514;2;0;5;0;6173;1897;1900;1999;x
Hart;241154;U00;1914;1922;1990;1990;2;5;1;2;0;5;0;6174;1914;1927;1999;x
Hero;241155;U00;1914;1925;1990;1990;2;5;0;1;0;5;0;unknownleader;1914;1940;1999;x
Jackson;241156;U00;1917;1990;1990;1990;3;7;4;1;0;5;0;6175;1917;1932;1999;x
Kenly;241157;U00;1911;1918;1990;1990;2;6;0;1;0;5;0;6140;1911;1930;1999;x
King;241158;U00;1897;1990;1990;1990;3;6;4;2;0;5;0;6176;1897;1914;1999;x
Kirby;241159;U00;1897;1990;1990;1990;3;5;516;2;0;5;0;6177;1897;1911;1999;x
Little;241160;U00;1917;1932;1990;1990;2;5;0;3;0;5;0;6178;1917;1940;1999;x
Lord;241161;U00;1911;1921;1990;1990;2;5;1;1;0;5;0;6179;1911;1931;1999;x
Lucas;241162;U00;1911;1990;1990;1990;3;5;0;1;0;5;0;6180;1911;1930;1999;x
Matthews;241164;U00;1917;1925;1990;1990;2;5;0;1;0;5;0;unknownleader;1917;1940;1999;x
Mills;241165;U00;1907;1918;1990;1990;3;6;0;2;0;5;0;6182;1907;1930;1999;x
Palmer;241166;U00;1915;1990;1990;1990;3;5;0;1;0;5;0;6183;1915;1940;1999;x
Patrick;241167;U00;1911;1922;1990;1990;2;6;32;2;0;5;0;6142;1911;1940;1999;x
Powell;241168;U00;1915;1990;1990;1990;3;6;0;3;0;5;0;6184;1915;1932;1999;x
Pratt;241169;U00;1897;1990;1990;1990;3;6;0;2;0;5;0;6185;1897;1908;1999;x
Ridgway;241170;U00;1915;1990;1990;1990;3;5;0;1;0;5;0;6186;1915;1926;1999;x
Robert;241171;U00;1897;1990;1990;1990;3;6;32;2;0;5;0;6187;1897;1906;1999;x
Roberts;241172;U00;1919;1990;1990;1990;3;5;0;1;0;5;0;6188;1918;1940;1999;x
Rose;241173;U00;1897;1990;1990;1990;3;5;576;1;0;5;0;6189;1897;1908;1999;x
Sanger;241174;U00;1897;1904;1990;1990;2;5;0;1;0;5;0;6190;1897;1912;1999;x
Stanley;241175;U00;1897;1897;1990;1990;2;6;512;2;0;5;0;6191;1897;1903;1999;x
Snow;241176;U00;1917;1990;1990;1990;3;5;0;1;0;5;0;unknownleader;1917;1928;1999;x
Sunderland;241177;U00;1916;1924;1990;1990;2;6;2;2;0;5;0;6192;1916;1940;1999;x
Taylor;241178;U00;1911;1924;1990;1990;2;5;32;1;0;5;0;6193;1911;1931;1999;x
Thompson;241179;U00;1911;1990;1990;1990;2;6;32;2;0;5;0;6194;1911;1932;1999;x
Vroom;241180;U00;1897;1990;1990;1990;3;5;0;2;0;5;0;7954;1897;1912;1999;x
Weaver;241181;U00;1906;1918;1990;1990;2;7;32;3;0;5;0;6195;1906;1921;1999;x
Wells;241182;U00;1920;1932;1990;1990;3;5;0;1;0;5;0;6196;1920;1940;1999;x
Wint;241183;U00;1897;1990;1990;1990;3;5;0;1;0;5;0;6197;1897;1908;1999;x
Barker;241185;U00;1897;1990;1990;1990;3;6;4096;2;0;5;1;6199;1897;1911;1999;x
Belknap;241186;U00;1897;1897;1990;1990;2;5;512;2;0;5;1;6200;1897;1904;1999;x
Blue;241187;U00;1912;1990;1990;1990;3;8;8192;3;0;5;1;6201;1912;1925;1999;x
Bullard;241188;U00;1911;1990;1990;1990;3;6;0;1;0;5;1;6202;1911;1928;1999;x
Casey;241189;U00;1897;1990;1990;1990;2;7;8192;3;0;5;1;6203;1897;1908;1999;x
Gherardi;241190;U00;1897;1897;1990;1990;3;6;512;3;0;5;1;6204;1897;1904;1999;x
Glass;241191;U00;1897;1904;1990;1990;2;7;4096;2;0;5;1;6205;1897;1909;1999;x
Harmony;241192;U00;1897;1897;1990;1990;2;5;4608;2;0;5;1;6206;1897;1903;1999;x
Howard;241193;U00;1905;1911;1915;1990;1;8;0;3;0;5;1;6207;1905;1921;1999;x
Irwin;241194;U00;1917;1990;1990;1990;3;6;0;1;0;5;1;6208;1917;1938;1999;x
Jones;241195;U00;1914;1920;1922;1990;1;7;0;2;0;5;1;6209;1914;1936;1999;x
Land;241196;U00;1918;1930;1990;1990;2;7;1024;2;0;5;1;6210;1918;1937;1999;x
Long;241197;U00;1917;1990;1990;1990;3;6;0;2;0;5;1;6211;1917;1932;1999;x
Mason;241198;U00;1897;1990;1990;1990;3;6;512;1;0;5;1;6212;1897;1900;1999;x
McNair;241199;U00;1897;1990;1990;1990;3;6;0;2;0;5;1;6213;1897;1901;1999;x
Oliver;241200;U00;1911;1990;1990;1990;3;5;0;1;0;5;1;unknownleader;1911;1925;1999;x
Goodwin H.H.;240507;U00;1943;1953;1990;1990;2;6;8192;2;0;5;1;L60518;1943;1970;1999;x
Halsey;240407;U00;1938;1940;1942;1945;1;9;12288;4;0;5;1;L60414;1938;1947;1999;x
Grow;240508;U00;1941;1944;1990;1990;2;7;131072;2;0;5;2;L60519;1941;1970;1999;x
Hallett;240509;U00;1941;1943;1990;1990;2;5;16384;2;0;5;2;L60520;1941;1947;1999;x
Harmon H.R.;240510;U00;1941;1943;1990;1990;2;6;131072;2;0;5;2;L60521;1941;1970;1999;x
Harmon M.F.;240511;U00;1940;1942;1990;1990;2;7;4096;2;0;5;2;L60522;1940;1970;1999;x
Hawes R.E.;240512;U00;1942;1990;1990;1990;3;6;8192;1;0;5;1;L60523;1942;1968;1999;x
Jackson;240513;U00;1944;1990;1990;1990;3;5;4096;1;0;5;2;L60524;1944;1970;1999;x
Johnson;240514;U00;1942;1990;1990;1990;3;4;4096;1;0;5;2;L60525;1942;1970;1999;x
Kennedy;240515;U00;1944;1947;1990;1990;3;7;32768;2;0;5;2;L60526;1944;1970;1999;x
Kenney;240516;U00;1941;1942;1945;1990;1;7;131072;3;0;2;2;L60527;1941;1970;1999;x
Kepner;240517;U00;1942;1943;1990;1990;2;6;4096;2;0;5;2;L60528;1942;1970;1999;x
Kleine B.T.;240518;U00;1942;1990;1990;1990;3;5;4096;1;0;5;2;L60529;1942;1970;1999;x
Krogstad;240519;U00;1942;1990;1990;1990;3;5;131072;1;0;5;2;L60530;1942;1970;1999;x
Kuter;240520;U00;1942;1944;1990;1990;2;7;16384;2;0;5;2;L60531;1942;1970;1999;x
LeMay;240521;U00;1943;1948;1951;1990;2;8;36864;3;0;2;2;L60532;1943;1970;1999;x
Maddux;240522;U00;1943;1990;1990;1990;3;5;0;1;0;5;2;L60533;1943;1970;1999;x
Maher A.L.;240523;U00;1941;1990;1990;1990;3;6;8192;1;0;5;1;L60534;1941;1970;1999;x
McCarthy;240524;U00;1943;1990;1990;1990;3;5;0;1;0;5;2;L60535;1943;1970;1999;x
McDonald D.L.;240525;U00;1939;1945;1990;1990;2;6;8192;2;0;5;2;L60536;1939;1970;1999;x
Michall;240526;U00;1942;1945;1990;1990;3;6;8192;2;0;5;2;L60538;1942;1970;1999;x
Mitscher;240527;U00;1942;1944;1946;1990;2;8;131072;3;0;5;2;L60539;1942;1947;1999;x
Moon;240528;U00;1945;1990;1990;1990;3;5;8192;1;0;5;2;L60540;1945;1970;1999;x
Mulcahy;240529;U00;1942;1990;1990;1990;3;6;16384;1;0;5;2;L60541;1942;1970;1999;x
Murray;240530;U00;1942;1990;1990;1990;3;5;0;1;0;5;2;L60542;1942;1970;1999;x
Norstad;240531;U00;1943;1944;1946;1990;2;6;8192;3;0;5;2;L60543;1943;1970;1999;x
Parsons;240532;U00;1944;1990;1990;1990;3;5;0;1;0;5;2;L60544;1944;1970;1999;x
Partridge;240533;U00;1942;1944;1990;1990;2;6;32768;2;0;5;2;L60545;1942;1970;1999;x
Peabody;240534;U00;1941;1990;1990;1990;3;5;0;1;0;5;2;L60546;1941;1946;1999;x
Pownall;240535;U00;1944;1990;1990;1990;3;5;0;1;0;5;2;L60547;1944;1970;1999;x
Quesada;240536;U00;1942;1944;1990;1990;2;7;4096;2;0;2;2;L60548;1942;1970;1999;x
Richmond;240537;U00;1942;1990;1990;1990;3;5;0;1;0;5;2;L60549;1942;1970;1999;x
Royce;240538;U00;1943;1990;1990;1990;3;5;0;1;0;5;2;L60550;1943;1970;1999;x
Rutherford Browning;240539;U00;1942;1946;1990;1990;3;6;8192;2;0;5;2;L60551;1942;1970;1999;x
Ryan W.O.;240540;U00;1941;1990;1990;1990;3;5;4096;1;0;5;2;L60552;1941;1946;1999;x
Sallada;240541;U00;1943;1990;1990;1990;3;5;131072;1;0;5;2;L60553;1943;1970;1999;x
Sanders H.L.;240542;U00;1941;1990;1990;1990;3;6;65536;1;0;5;2;L60554;1941;1970;1999;x
Schlatter;240543;U00;1944;1946;1990;1990;3;5;0;2;0;5;2;L60555;1944;1970;1999;x
Simpson;240544;U00;1943;1990;1990;1990;3;5;0;1;0;5;2;L60556;1943;1970;1999;x
Spaatz;240545;U00;1940;1942;1943;1990;1;9;53248;4;0;2;2;L60557;1940;1970;1999;x
Timberlake;240546;U00;1943;1945;1990;1990;2;5;16384;2;0;5;2;L60558;1943;1970;1999;x
Tucker;240547;U00;1942;1990;1990;1990;2;7;256;2;0;5;0;L60559;1942;1970;1999;x
Twining;240548;U00;1942;1944;1951;1990;1;7;0;4;0;2;2;L60560;1942;1970;1999;x
Van Ross;240549;U00;1942;1946;1990;1990;3;6;131072;2;0;5;2;L60561;1942;1970;1999;x
Vieweg;240550;U00;1942;1990;1990;1990;3;5;0;1;0;5;2;L60562;1942;1970;1999;x
Walker K.N.;240551;U00;1930;1990;1990;1990;3;7;8192;1;0;5;2;L60563;1930;1943;1999;x
Walton;240552;U00;1938;1990;1990;1990;3;5;8192;1;0;5;2;L60564;1938;1944;1999;x
Walsh;240553;U00;1942;1990;1990;1990;3;5;0;1;0;5;2;L60565;1942;1970;1999;x
Weyland;240554;U00;1943;1945;1990;1990;2;6;16384;2;0;5;2;L60566;1943;1970;1999;x
White;240555;U00;1942;1944;1946;1990;2;6;0;3;0;5;0;L60567;1942;1970;1999;x
Whitehead;240556;U00;1943;1945;1990;1990;3;5;16384;2;0;5;2;L60568;1943;1945;1999;x
Williams;240557;U00;1942;1990;1990;1990;3;5;16384;1;0;5;2;L60569;1942;1947;1999;x
Woods;240558;U00;1944;1990;1990;1990;3;7;16384;1;0;5;2;L60570;1944;1970;1999;x
Young C.M.;240559;U00;1942;1990;1990;1990;3;5;4096;1;0;5;2;L60571;1942;1970;1999;x
Zemke;240560;U00;1942;1990;1990;1990;3;6;4096;2;0;5;2;L60572;1942;1970;1999;x
Zykowski;240561;U00;1945;1990;1990;1990;3;5;0;1;0;5;2;L60573;1945;1970;1999;x
Milburn;240562;U00;1942;1947;1990;1990;3;7;0;2;0;5;0;L60574;1942;1970;1999;x
Anderson S.E.;240563;U00;1938;1953;1959;1990;3;6;16384;1;0;5;2;L60575;1938;1963;1999;x
Wilhelm;240564;U00;1943;1990;1990;1990;3;5;4096;1;0;5;2;L60576;1943;1970;1999;x
Allen T.;240565;U00;1941;1990;1990;1990;3;7;1;1;0;5;0;L60577;1941;1970;1999;x
Yardley D.R.;240566;U00;1942;1990;1990;1990;3;7;256;1;0;5;0;L60578;1942;1946;1999;x
Chidlaw;240567;U00;1942;1944;1947;1990;2;8;65536;3;0;5;2;L60499;1942;1970;1999;x
Hutchison J.C.;240568;U00;1943;1990;1990;1990;3;5;1;1;0;5;0;L60580;1943;1970;1999;x
Radford;240569;U00;1949;1952;1954;1990;2;5;1024;2;0;5;1;M6256;1949;1970;1999;x
Carney;240570;U00;1945;1953;1990;1990;2;5;0;2;0;5;1;M6265;1945;1970;1999;x
McDonald;240571;U00;1946;1954;1970;1990;1;6;8192;3;0;5;1;M6268;1946;1970;1999;x
Struble;240572;U00;1946;1951;1990;1990;2;4;4096;2;0;5;1;L60584;1946;1970;1999;x
Smith  A.E.;240573;U00;1949;1990;1990;1990;3;3;2048;1;0;5;1;L60585;1949;1970;1999;x
Pershing;240574;U00;1905;1916;1917;1917;0;9;23;4;0;5;0;1658;1905;1932;1999;x
Doyen;240575;U00;1908;1932;1932;1932;3;6;256;2;0;5;0;1659;1908;1919;1999;x
Harbord;240576;U00;1908;1917;1920;1932;1;6;0;3;0;5;0;1660;1908;1932;1999;x
Bundy;240577;U00;1910;1919;1932;1932;2;8;0;2;0;5;0;1661;1910;1932;1999;x
Bliss;240578;U00;1900;1915;1917;1932;1;7;0;3;0;5;0;1662;1900;1929;1999;x
Liggett;240579;U00;1905;1917;1922;1932;2;7;64;3;0;5;0;1663;1905;1932;1999;x
Bullard;240580;U00;1911;1917;1919;1932;1;7;4;3;0;5;0;1664;1911;1932;1999;x
Cameron;240581;U00;1914;1917;1932;1932;2;6;0;2;0;5;0;1665;1914;1932;1999;x
Dickman;240582;U00;1904;1917;1932;1932;2;6;2;3;0;5;0;1666;1904;1925;1999;x
Funston;240583;U00;1900;1915;1917;1932;1;7;4;3;0;5;0;1667;1900;1917;1999;x
March;240584;U00;1914;1917;1917;1932;1;7;0;3;0;5;0;1668;1914;1932;1999;x
Rockenbach;240585;U00;1912;1917;1928;1932;2;7;128;2;0;5;0;1669;1912;1932;1999;x
Sibert;240586;U00;1912;1919;1932;1932;2;7;4;3;0;5;0;1670;1912;1932;1999;x
Muir;240588;U00;1911;1917;1932;1932;2;6;0;2;0;5;0;1672;1911;1930;1999;x
Summerall;240589;U00;1915;1917;1922;1932;1;7;0;3;0;5;0;1673;1915;1932;1999;x
Ballou;240590;U00;1904;1917;1924;1932;2;6;0;3;0;5;0;1674;1904;1925;1999;x
Menoher;240591;U00;1907;1917;1925;1932;1;6;0;2;0;5;0;1675;1907;1931;1999;x
Martin Ch.;240592;U00;1914;1918;1932;1932;2;6;2;2;0;5;0;1676;1914;1932;1999;x
Bell G.;240593;U00;1907;1915;1932;1932;2;6;0;2;0;5;0;1677;1907;1927;1999;x
Cronkhite;240594;U00;1911;1917;1932;1932;2;6;64;3;0;5;0;1678;1911;1928;1999;x
Allen H.;240595;U00;1911;1919;1925;1932;2;6;0;2;0;5;0;1679;1911;1930;1999;x
Gordon;240596;U00;1914;1932;1932;1932;3;6;0;2;0;5;0;1680;1914;1930;1999;x
Parker F.;240597;U00;1912;1919;1932;1932;3;6;0;2;0;5;0;1681;1912;1930;1999;x
McGlachlin;240598;U00;1914;1932;1932;1932;3;6;0;1;0;5;0;1682;1914;1925;1999;x
Howze;240599;U00;1911;1932;1932;1932;3;6;0;1;0;5;0;1683;1911;1927;1999;x
Hines;240600;U00;1915;1917;1922;1932;1;6;0;3;0;5;0;1684;1915;1932;1999;x
Hersey;240601;U00;1916;1932;1932;1932;3;6;0;2;0;5;0;6125;1916;1932;1999;x
Poore;240602;U00;1914;1925;1932;1932;3;6;0;2;0;5;0;1685;1914;1932;1999;x
McMahon;240603;U00;1914;1932;1932;1932;3;6;0;2;0;5;0;1686;1914;1932;1999;x
Ely;240604;U00;1914;1917;1932;1932;2;6;0;3;0;5;0;1687;1914;1932;1999;x
Irwin;240605;U00;1914;1932;1932;1932;3;6;0;2;0;5;0;1688;1914;1928;1999;x
Barth;240606;U00;1916;1932;1932;1932;3;6;0;2;0;5;0;unknownleader;1916;1932;1999;x
Wittenmyer;240607;U00;1916;1932;1932;1932;3;6;0;1;0;5;0;unknownleader;1916;1932;1999;x
Morrison;240608;U00;1911;1932;1932;1932;3;6;4;2;0;5;0;1689;1911;1930;1999;x
Leitch;240609;U00;1916;1932;1932;1932;3;6;0;1;0;5;0;unknownleader;1916;1932;1999;x
Graves;240610;U00;1912;1918;1922;1932;2;6;13;3;0;5;0;1690;1912;1932;1999;x
Helmick;240611;U00;1912;1932;1932;1932;3;6;16;2;0;5;0;1691;1912;1928;1999;x
Bamford;240612;U00;1914;1932;1932;1932;3;6;0;2;0;5;0;1692;1914;1932;1999;x
Hale H.C.;240613;U00;1914;1919;1932;1932;2;6;0;3;0;5;0;1693;1914;1930;1999;x
O'Ryan;240614;U00;1915;1921;1932;1932;2;6;0;2;0;5;0;1694;1915;1932;1999;x
Barber;240615;U00;1916;1932;1932;1932;3;6;0;2;0;5;0;unknownleader;1916;1932;1999;x
Morton;240616;U00;1912;1932;1932;1932;3;6;0;2;0;5;0;1695;1912;1928;1999;x
Scott W.;240617;U00;1917;1932;1932;1932;3;6;0;1;0;5;0;unknownleader;1917;1930;1999;x
Townsley;240618;U00;1911;1932;1932;1932;3;6;0;2;0;5;0;6126;1911;1925;1999;x
Faison;240619;U00;1914;1922;1932;1932;2;6;2;3;0;5;0;1696;1914;1930;1999;x
Kernan;240620;U00;1917;1932;1932;1932;3;6;0;2;0;5;0;6127;1917;1932;1999;x
Lyon;240621;U00;1916;1932;1932;1932;3;6;0;1;0;5;0;unknownleader;1916;1932;1999;x
Parker J.;240622;U00;1914;1927;1932;1932;3;6;0;2;0;5;0;1697;1914;1930;1999;x
Haan;240623;U00;1911;1918;1932;1932;2;7;0;3;0;5;0;1698;1911;1925;1999;x
Lassiter;240624;U00;1916;1925;1932;1932;2;7;0;3;0;5;0;1699;1916;1932;1999;x
Blocksom;240625;U00;1909;1919;1932;1932;2;6;64;2;0;5;0;1700;1909;1930;1999;x
Johnston;240626;U00;1916;1932;1932;1932;3;6;0;1;0;5;0;unknownleader;1916;1932;1999;x
Traub;240627;U00;1914;1932;1932;1932;3;6;0;2;0;5;0;1701;1914;1930;1999;x
Dugan;240628;U00;1914;1932;1932;1932;3;6;4;2;0;5;0;1702;1914;1928;1999;x
Greble;240629;U00;1908;1918;1932;1932;2;6;0;2;0;5;0;1703;1908;1925;1999;x
Smith W.;240630;U00;1914;1932;1932;1932;3;6;0;2;0;5;0;1704;1914;1930;1999;x
Treat;240631;U00;1914;1932;1932;1932;3;6;2;2;0;5;0;1705;1914;1930;1999;x
Farnsworth;240632;U00;1911;1917;1932;1932;2;6;4;3;0;5;0;1706;1911;1930;1999;x
Sage;240633;U00;1911;1932;1932;1932;3;6;0;1;0;5;0;unknownleader;1911;1923;1999;x
